timestamp,kp1_count,kp2_count,stereo_matches,triangulated_points,temporal_matches
1403636579763555584,1000,1000,434,326,0
1403636579813555456,1000,1000,479,345,222
1403636579863555584,1000,1000,514,429,249
1403636579913555456,1000,1000,526,406,299
1403636579963555584,1000,1000,482,422,285
1403636580013555456,1000,1000,455,379,299
1403636580063555584,1001,1000,451,344,254
1403636580113555456,1000,1000,438,352,249
1403636580163555584,1001,1000,399,321,252
1403636580213555456,1000,1000,395,315,199
1403636580263555584,1000,1000,365,289,220
1403636580313555456,1000,1000,387,333,210
1403636580363555584,1000,1001,335,269,226
1403636580413555456,1000,1000,279,200,166
1403636580463555584,1000,1001,255,211,145
1403636580513555456,1000,1000,204,165,132
1403636580563555584,1000,1000,167,129,101
1403636580613555456,1000,1001,192,149,84
1403636580663555584,1000,1000,281,217,102
1403636580713555456,1001,1001,328,271,148
1403636580763555584,1000,1000,389,320,191
1403636580813555456,1000,1000,398,321,220
1403636580863555584,1000,1000,392,328,222
1403636580913555456,1000,1000,458,386,232
1403636580963555584,1000,1000,493,424,275
1403636581013555456,1000,1000,511,403,290
1403636581063555584,1001,1000,559,450,299
1403636581113555456,1000,1000,536,469,306
1403636581163555584,1000,1000,552,467,344
1403636581213555456,1000,1001,583,490,342
1403636581263555584,1000,1000,608,485,341
1403636581313555456,1001,1000,593,456,338
1403636581363555584,1000,1000,552,424,294
1403636581413555456,1000,1000,536,447,305
1403636581463555584,1000,1000,586,463,321
1403636581513555456,1000,1000,578,504,343
1403636581563555584,1000,1001,557,439,340
1403636581613555456,1000,1001,572,487,328
1403636581663555584,1000,1000,549,423,316
1403636581713555456,1000,1001,519,451,274
1403636581763555584,1000,1000,528,439,315
1403636581813555456,1000,1000,510,459,325
1403636581863555584,1000,1000,507,383,284
1403636581913555456,1000,1000,442,369,245
1403636581963555584,1001,1000,453,344,245
1403636582013555456,1000,1000,428,333,238
1403636582063555584,1000,1001,398,338,240
1403636582113555456,1000,1001,358,276,220
1403636582163555584,1000,1000,309,242,187
1403636582213555456,1000,1000,243,191,150
1403636582263555584,1000,1000,231,187,139
1403636582313555456,1000,1000,296,225,138
1403636582363555584,1000,1000,329,270,158
1403636582413555456,1000,1000,356,299,195
1403636582463555584,1000,1000,379,309,217
1403636582513555456,1001,1000,407,348,215
1403636582563555584,1000,1000,461,393,248
1403636582613555456,1000,1000,481,410,282
1403636582663555584,1000,1000,506,402,304
1403636582713555456,1000,1001,550,464,306
1403636582763555584,1000,1000,547,451,336
1403636582813555456,1000,1000,570,477,316
1403636582863555584,1000,1000,565,507,338
